ID,NOME_CIENTIFICO,NOME_POPULAR
6399,Ecclinusa cyrtobotryum Miq.,Balata-rosada
6400,Ecclinusa glaziovii Pierre,
6402,Ecclinusa guianensis Eyma,Bacuri
6403,Ecclinusa guianensis Eyma,Bauchorana
6404,Ecclinusa guianensis Eyma,Cauchorana
6406,Ecclinusa ramiflora Mart.,Aça
6407,Ecclinusa ramiflora Mart.,Bapeba-branca
6408,Ecclinusa ramiflora Mart.,Guacá
6409,Ecclinusa ramiflora Mart.,Guapeva
6411,Ecclinusa ramiflora Mart.,Guaraitá
6412,Ecclinusa ramiflora Mart.,Guaraitia
6413,Ecclinusa ramiflora Mart.,Maçaranduba
6415,Ecclinusa ramiflora Mart.,Uacá
6416,Ecclinusa sanguinolenta Pierre,
7575,Fagara acreana Krause,
7576,Fagara cinerea Engl.,
7577,Fagara hyemalis (A.St.-Hil.) Engl.,
7578,Fagara hymenale (A.St.-Hil.) Engl.,Mamica-de-porca
7579,Fagara kleinii Cowan,Juvevê
7580,Fagara kleinii Cowan,Juvevê-de-klein
7581,Fagara kleinii Cowan,Mamica-de-porca
7582,Fagara narangillo Engl.,
7583,Fagara pentandra Aubl.,
7584,Fagara pterota L.,
7585,Fagara rhoifolia (Lam.) Engl.,
7586,Fagara sp.,
7587,Fagara stipitata Engl.,
7588,Fagus antartica (Oerst.) Forst.f.,Roble
7589,Fagus sylvatica L.,Faia
7590,Faramea bahiensis Müll.Arg.,Cravo-amarelo
7591,Faramea campanularis Müll.Arg.,Carvoeiro
7592,Faramea cyanea Müll.Arg.,Cafezinho
7593,Faramea multiflora A.Rich. ex DC.,Café-do-mato
7594,Faramea sp.,Pau-cravo
7595,Faramea warmingiana Müll.Arg.,(sem nome comum)
7596,Fatsia papyrifera Benth. & Hook.,Árvore-do-papel-de-arroz
7597,Feijoa,
7598,Feijoa sellowiana (O.Berg) O.Berg,
7599,Felicianea,
7600,Felicianea rubiflora Cambess.,
7601,Ferdinandusa elliptica Pohl,
7602,Ferdinandusa ovalis Pohl,Duradão
7603,Ferdinandusa speciosa Pohl,(sem nome comum)
7604,Ferreirea,
1448,Aspidosperma multiflorum A.DC.,Araracanga-amarela
1449,Aspidosperma multiflorum A.DC.,Pereiro-do-pará
1453,Aspidosperma nobile Müll.Arg.,Bico-de-arara
1454,Aspidosperma nobile Müll.Arg.,Camama
1455,Aspidosperma nobile Müll.Arg.,Guatambu
1456,Aspidosperma nobile Müll.Arg.,Peroba
1458,Aspidosperma nobile Müll.Arg.,Peroba-de-goiás
1459,Aspidosperma oblongifolia Pohl,Carapanaúba
1465,Aspidosperma pachypterum Müll.Arg.,Araracanga
1466,Aspidosperma pachypterum Müll.Arg.,Peroba
1468,Aspidosperma parvifolium A.DC.,Carapanaúba
1469,Aspidosperma parvifolium A.DC.,Carapanaúba-amarela
1470,Aspidosperma parvifolium A.DC.,Gipio
1472,Aspidosperma parvifolium A.DC.,Guatambu-amarelo
1473,Aspidosperma parvifolium A.DC.,Guatambu-branco
1474,Aspidosperma parvifolium A.DC.,Guatambu-legítimo
1476,Aspidosperma parvifolium A.DC.,Guatambu-oliva
1477,Aspidosperma parvifolium A.DC.,Guatambu-peroba
1478,Aspidosperma parvifolium A.DC.,Guatambu-rosa
1479,Aspidosperma parvifolium A.DC.,Guatambu-vermelho
1481,Aspidosperma parvifolium A.DC.,Pau-cetim
1482,Aspidosperma parvifolium A.DC.,Pau-de-tanho-branco
1483,Aspidosperma parvifolium A.DC.,Pau-tanho-branco
1484,Aspidosperma parvifolium A.DC.,Pequi
1486,Aspidosperma parvifolium A.DC.,Pequiá-amarelo
1487,Aspidosperma parvifolium A.DC.,Pequiá-branco
1488,Aspidosperma parvifolium A.DC.,Pequiá-da-restinga
1490,Aspidosperma parvifolium A.DC.,Pequiá-marfim
1491,Aspidosperma parvifolium A.DC.,Pereiro
1492,Aspidosperma parvifolium A.DC.,Pereiro-amarelo
1493,Aspidosperma parvifolium A.DC.,Pereiro-bravo
1495,Aspidosperma parvifolium A.DC.,Pereiro-da-restinga
1496,Aspidosperma parvifolium A.DC.,Peroba
1497,Aspidosperma parvifolium A.DC.,Peroba-amarela
1498,Aspidosperma parvifolium A.DC.,Peroba-branca
1500,Aspidosperma parvifolium A.DC.,Peroba-mico
1501,Aspidosperma parvifolium A.DC.,Peroba-rosa
1502,Aspidosperma parvifolium A.DC.,Peroba-tambu
1503,Aspidosperma parvifolium A.DC.,Peroba-vermelha
1505,Aspidosperma parvifolium A.DC.,Tambu
1506,Aspidosperma parvifolium A.DC.,Tambu-canudo
1507,Aspidosperma parvifolium A.DC.,Tambu-verde
1511,Aspidosperma polyneuron Müll.Arg.,Amargoso
1512,Aspidosperma polyneuron Müll.Arg.,Cabo-de-machado
1513,Aspidosperma polyneuron Müll.Arg.,Guatambu-amarelo
1514,Aspidosperma polyneuron Müll.Arg.,Guatuba
1516,Aspidosperma polyneuron Müll.Arg.,Peroba
1517,Aspidosperma polyneuron Müll.Arg.,Peroba-amarela
1518,Aspidosperma polyneuron Müll.Arg.,Peroba-amargosa
1519,Aspidosperma polyneuron Müll.Arg.,Peroba-branca
1521,Aspidosperma polyneuron Müll.Arg.,Perobaçu
1522,Aspidosperma polyneuron Müll.Arg.,Peroba-de-campos
1523,Aspidosperma polyneuron Müll.Arg.,Peroba-de-são-paulo
1525,Aspidosperma polyneuron Müll.Arg.,Peroba-do-sul
1526,Aspidosperma polyneuron Müll.Arg.,Peroba-mico-rosa
1527,Aspidosperma polyneuron Müll.Arg.,Perobamirim
1528,Aspidosperma polyneuron Müll.Arg.,Peroba-miúda
1529,Aspidosperma polyneuron Müll.Arg.,Peroba-osso
1530,Aspidosperma polyneuron Müll.Arg.,Peroba-paulista
1531,Aspidosperma polyneuron Müll.Arg.,Peroba-pobre
1532,Aspidosperma polyneuron Müll.Arg.,Peroba-rajada
1533,Aspidosperma polyneuron Müll.Arg.,Peroba-revessa
1534,Aspidosperma polyneuron Müll.Arg.,Peroba-rosa
1535,Aspidosperma polyneuron Müll.Arg.,Peroba-verdadeira
1536,Aspidosperma polyneuron Müll.Arg.,Peroba-vermelha
1537,Aspidosperma polyneuron Müll.Arg.,Perobeira
1538,Aspidosperma polyneuron Müll.Arg.,Perobinha
1539,Aspidosperma polyneuron Müll.Arg.,Perova
1540,Aspidosperma polyneuron Müll.Arg.,Quatuba
1541,Aspidosperma polyneuron Müll.Arg.,Sobro
1546,Aspidosperma pyrifolium Mart.,Guatambu
1547,Aspidosperma pyrifolium Mart.,Guatambu-peroba
1548,Aspidosperma pyrifolium Mart.,Guatambu-rosa
1549,Aspidosperma pyrifolium Mart.,Guatambu-vermelho
1550,Aspidosperma pyrifolium Mart.,Pau-de-coã
1552,Aspidosperma pyrifolium Mart.,Pequiá-da-restinga
1553,Aspidosperma pyrifolium Mart.,Pereiro
1554,Aspidosperma pyrifolium Mart.,Pereiro-branco
1555,Aspidosperma pyrifolium Mart.,Pereiro-da-saia
1557,Aspidosperma pyrifolium Mart.,Pereiro-vermelho
1558,Aspidosperma pyrifolium Mart.,Peroba
1559,Aspidosperma pyrifolium Mart.,Peroba-branca
1561,Aspidosperma pyrifolium Mart.,Peroba-paulista
1562,Aspidosperma pyrifolium Mart.,Peroba-rosa
1563,Aspidosperma pyrifolium Mart.,Trevo
1564,Aspidosperma quebracho-blanco Schltr.,Cacha-cacha
1566,Aspidosperma quebracho-blanco Schltr.,Quebracho-branco
1567,Aspidosperma quebracho-blanco Schltr.,Quina
1568,Aspidosperma ramiflorum Müll.Arg.,Guatambu
1569,Aspidosperma ramiflorum Müll.Arg.,Guatambu-amaralo
1571,Aspidosperma ramiflorum Müll.Arg.,Guatambu-legítimo
3438,Carpotroche brasiliensis Endl.,Fruta-de-babado
3439,Carpotroche brasiliensis Endl.,Fruta-de-camona
3440,Carpotroche brasiliensis Endl.,Fruta-de-cutia
3442,Carpotroche brasiliensis Endl.,Fruta-de-macaco
3443,Carpotroche brasiliensis Endl.,Fruta-de-sapucainha
3444,Carpotroche brasiliensis Endl.,Fruteira-de-cutia
3446,Carpotroche brasiliensis Endl.,Mata-piolho
3447,Carpotroche brasiliensis Endl.,Papo-de-anjo
3448,Carpotroche brasiliensis Endl.,Pau-de-anjo
3449,Carpotroche brasiliensis Endl.,Pau-de-cachimbo
3450,Carpotroche brasiliensis Endl.,Pau-de-cutia
3452,Carpotroche brasiliensis Endl.,Rachuchu
3453,Carpotroche brasiliensis Endl.,Ruchuchu
3454,Carpotroche brasiliensis Endl.,Sapucainha
3456,Carya pecan Engl. & Graebn.,Pecã
3457,Carya pocina Nutt.,Nogueira-dos-estados-unidos
3458,Caryocar amygdaliferum Mutis.,Pequiarana
3459,Caryocar barbinerve Miq.,Pequi
3460,Caryocar brasiliense Cambess.,Amêndoa-de-espinho
3462,Caryocar brasiliense Cambess.,Pequerim
3463,Caryocar brasiliense Cambess.,Pequi
3464,Caryocar brasiliense Cambess.,Pequiá
3466,Caryocar brasiliense Cambess.,Pequiá-pedra
3467,Caryocar brasiliense Cambess.,Pequi-do-cerrado
3468,Caryocar brasiliense Cambess.,Pequizeiro
3469,Caryocar brasiliense Cambess.,Suari
3471,Caryocar brasiliense Cambess. subsp. brasiliense,Pequizeiro
3472,Caryocar brasiliense subsp. intermedium (Wittm.) Prance & F.da Silva,Pequiá
3473,Caryocar butyrosum (Aubl.) Willd.,Pequi
3474,Caryocar coriaceum Wittm.,Pequi
3475,Caryocar coriaceum Wittm.,Pequiá
3477,Caryocar crenatum Wittm.,Pequiá
3478,Caryocar cuneatum Wittm.,Pequi
3479,Caryocar cuneatum Wittm.,Pequiá
3481,Caryocar edule Casar.,Pequi
3482,Caryocar edule Casar.,Pequiá
3483,Caryocar edule Casar.,Pequiá-bravo
3485,Caryocar edule Casar.,Pequiarana
3486,Caryocar edule Casar.,Pequiarana-da-terra
3487,Caryocar edule Casar.,Pequiá-verdadeiro
3489,Caryocar edule Casar.,Pequi-mirindiba
3490,Caryocar edule Casar.,Pequi-preto
3491,Caryocar edule Casar.,Pequi-vinagreiro
3493,Caryocar glabrum (Aubl.) Pers.,Cabeleira
3494,Caryocar glabrum (Aubl.) Pers.,Jiqui
3495,Caryocar glabrum (Aubl.) Pers.,Pequi
3497,Caryocar glabrum (Aubl.) Pers.,Pequiá-bravo
3498,Caryocar glabrum (Aubl.) Pers.,Pequiá-da-areia
3499,Caryocar glabrum (Aubl.) Pers.,Pequiarana
3501,Caryocar glabrum (Aubl.) Pers.,Pequiarana-da-terra-firme
3502,Caryocar glabrum (Aubl.) Pers.,Pequiarana-vermelha
3503,Caryocar glabrum (Aubl.) Pers.,Pequiá-verdadeiro
3504,Caryocar glabrum (Aubl.) Pers.,Vinagreiro
3506,Caryocar gracile Wittm.,Pequiarana
3507,Caryocar intermedium Wittm.,Pequi
3508,Caryocar microcarpum Ducke,Pequi
3510,Caryocar microcarpum Ducke,Pequiá-amarelo
3511,Caryocar microcarpum Ducke,Pequiá-bravo
3512,Caryocar microcarpum Ducke,Pequiá-do-igapó
3514,Caryocar microcarpum Ducke,Pequiarana-da-várzea
3515,Caryocar microcarpum Ducke,Pequiarana-do-igapó
3516,Caryocar microcarpum Ducke,Petiá
3518,Caryocar nuciferum L.,Árvore-da-manteiga
3519,Caryocar nuciferum L.,Pequiá-amarelo
3520,Caryocar tomentosum Willd.,Pequi
3521,Caryocar tomentosum Willd.,Pequiá
3522,Caryocar tuberculosum Baill.,Pequi
3523,Caryocar villosum (Aubl.) Pers.,Ameixa-do-peru
3524,Caryocar villosum (Aubl.) Pers.,Amêndoa-de-espinho
3525,Caryocar villosum (Aubl.) Pers.,Amêndoa-do-brasil
3526,Caryocar villosum (Aubl.) Pers.,Amêndoa-do-peru
3527,Caryocar villosum (Aubl.) Pers.,Grão-de-cavalo
3528,Caryocar villosum (Aubl.) Pers.,Pequi
3529,Caryocar villosum,Pequiá
3530,Caryocar villosum (Aubl.) Pers.,Pequiá-branco
3531,Caryocar villosum (Aubl.) Pers.,Pequiá-bravo
3532,Caryocar villosum (Aubl.) Pers.,Pequiá-etê
3533,Caryocar villosum (Aubl.) Pers.,Pequiarana
3534,Caryocar villosum (Aubl.) Pers.,Pequiarana-da-terra
3535,Caryocar villosum (Aubl.) Pers.,Pequiá-verdadeiro
3536,Caryocar villosum (Aubl.) Pers.,Pequiá-vermelho
3537,Caryocar villosum (Aubl.) Pers.,Pequirana
3538,Caryocar villosum (Aubl.) Pers.,Pequi-rosa
3539,Caryocar villosum (Aubl.) Pers.,Pequi-roxo
3540,Caryocar villosum (Aubl.) Pers.,Petiá
3541,Caryocar villosum (Aubl.) Pers.,Ruamahi
3542,Caryocar villosum (Aubl.) Pers.,Suari
3543,Caryocar villosum (Aubl.) Pers.,Uaicá
3544,Caryocar villosum (Aubl.) Pers.,Vinagreiro
3545,Caryodendron grandifolium (Müll.Arg.) Pax.,Triango-vermelho
3546,Caryophyllus,
3547,Caryophyllus aromaticus L.,Craveiro-da-índia
3548,Cascarilla,
3549,Cascarilla undata Wedd.,Quinaquina
3550,Cascaronia astragalina Griseb.,Tipa-amarela
3551,Casearia adstringens Mart.,
3552,Casearia commersoniana Cambess.,Língua-de-velho
3553,Casearia decandra Jacq.,Café-do-mato
3554,Casearia decandra Jacq.,Cafezeiro-do-mato
3555,Casearia decandra Jacq.,Cambroé
3556,Casearia decandra Jacq.,Canela-espeto
3557,Casearia decandra Jacq.,Guaçatunga
3558,Casearia decandra Jacq.,Pitumba
3559,Casearia decandra Jacq.,Quina-do-pará
3560,Casearia decandra Jacq.,Terra-seca
3561,Casearia gossypiosperma Briq.,Cambroé
3562,Casearia gossypiosperma Briq.,Espeta
3563,Casearia gossypiosperma Briq.,Espeteiro
3565,Casearia gossypiosperma Briq.,Língua-de-tiú
3566,Casearia gossypiosperma Briq.,Pau-de-espeto
3567,Casearia grandiflora Cambess.,Canela-de-veado
3569,Casearia grandiflora Cambess.,Guaçatunga
3570,Casearia grandiflora Cambess.,Guaratunga
3571,Casearia grandiflora Cambess.,Pau-de-veado
5459,Crescentia cujete L.,Cabaça
5460,Crescentia cujete L.,Cabaceira
5461,Crescentia cujete L.,Cabaceira-cuité
5463,Crescentia cujete L.,Cuia
5464,Crescentia cujete L.,Cuieira
5465,Crescentia cujete L.,Cuieté
5467,Crescentia cujete L.,Cuitezeira
5468,Crescentia cujete L.,Cujeté
5470,Croton cajucara Benth.,Cajuçara
5471,Croton cajucara Benth.,Casca-sacaca
5472,Croton cajucara Benth.,Marassacaca
5474,Croton celtidifolius Baill.,Capixingui
5475,Croton echinocarpus Müll.Arg.,Caxeta
5477,Croton echinocarpus Müll.Arg.,Sangra-dágua
5478,Croton echinocarpus Müll.Arg.,Sangue-de-drago
5479,Croton floribundus Spreng.,Capexengui
5481,Croton floribundus Spreng.,Capixingué
5482,Croton floribundus Spreng.,Capixingui
5483,Croton floribundus Spreng.,Capoeira-preta
5484,Croton floribundus Spreng.,Lixeira
5486,Croton floribundus Spreng.,Sangue-de-dragão
5487,Croton floribundus Spreng.,Sangue-de-drago
5488,Croton floribundus Spreng.,Tapixingué
5490,Croton floribundus Spreng.,Urucurana
5491,Croton floribundus Spreng.,Valame
5492,Croton floribundus Spreng.,Velame-de-cheiro
5494,Croton hemiargyreus Müll.Arg.,Marmeleiro
5495,Croton hemiargyreus Müll.Arg.,Marmeleiro-preto
5496,Croton lagoensis Müll.Arg.,Sangue-de-drago
5498,Croton lanjouwensis Jabl.,Dima-branca
5499,Croton macrobotrys Baill.,Pau-sangue
5501,Croton matourensis Aubl.,Muiravuvuia
5502,Croton palanostigma Klotzsch,Murucututi
5503,Croton palanostigma Klotzsch,Sangra-dágua
5504,Croton piptocalyx Müll.Arg.,Caxeta
5506,Croton salutaris Casar.,Cambraia
5507,Croton salutaris Casar.,Sangue-de-drago
5508,Croton sanguinalis Müll.Arg.,Sangra-dágua
5510,Croton sp.,Marmeleiro
5511,Croton sp.,Sangra-dágua
5513,Croton sp.,Santa-maria
5514,Croton sp.,Urucurana-preta
5516,Croton urucurana Baill.,Licurana
5517,Croton urucurana Baill.,Lucurana
5518,Croton urucurana Baill.,Sangra-dágua
5520,Croton urucurana Baill.,Sangue-dágua
5521,Croton urucurana Baill.,Sangue-de-drago
5522,Croton urucurana Baill.,Tapexingui
5524,Croton urucurana Baill.,Urucuana
5525,Croton urucurana Baill.,Urucurana
5526,Crudia amazonica Spruce,Faveira-do-igapó
5528,Crudia oblonga Benth.,Iperana
5529,Crudia oblonga Benth.,Rim-de-paca
5530,Crudia parivoa DC.,Jutairana
5532,Crudia pubescens Spruce,Iperana
5533,Crudia pubescens Spruce,Jatairana
5534,Cryosophila warscewiczii (H. Wendl.) Bartleu,Palmeira-do-panamá
5536,Cryptocarya aschersoniana Mez,Batalha
5537,Cryptocarya aschersoniana Mez,Caiaxio
5538,Cryptocarya aschersoniana Mez,Canela
5539,Cryptocarya aschersoniana Mez,Canela-amarela
5541,Cryptocarya aschersoniana Mez,Canela-batalha
5542,Cryptocarya aschersoniana Mez,Canela-branca
5543,Cryptocarya aschersoniana Mez,Canela-cega
5545,Cryptocarya aschersoniana Mez,Canela-de-papagaio
5546,Cryptocarya aschersoniana Mez,Canela-de-porco
5547,Cryptocarya aschersoniana Mez,Canela-fogo
5548,Cryptocarya aschersoniana Mez,Canela-lageana
5550,Cryptocarya aschersoniana Mez,Canela-noz-moscada
5551,Cryptocarya aschersoniana Mez,Canela-pimenta
5552,Cryptocarya aschersoniana Mez,Canela-pururuca
5553,Cryptocarya aschersoniana Mez,Cataiaí
5555,Cryptocarya aschersoniana Mez,Nhotinga-branca
5556,Cryptocarya aschersoniana Mez,Nhutinga
5557,Cryptocarya aschersoniana Mez,Noz-do-mato
5559,Cryptocarya aschersoniana Mez,Noz-moscada-brasileira
6964,Eschweilera amara (Aubl.) Ndz.,
6965,Eschweilera amazonica R.Knuth,Matamatá-ci
5254,Couepia bracteosa Benth.,Marimari
5255,Couepia bracteosa Benth.,Marirana
5256,Couepia bracteosa Benth.,Pajurá
5257,Couepia bracteosa Benth.,Pajurá-da-mata
5258,Couepia bracteosa Benth.,Pajurá-verdadeiro
5259,Couepia bracteosa Benth.,Paracari
5260,Couepia bracteosa Benth.,Sacha-umari
5261,Couepia bracteosa Benth.,Tucuribá
5262,Couepia bracteosa Benth.,Umarirana
5263,Couepia canomensis (Mart.) Benth. ex Hook.f.,Abajeru
5264,Couepia canomensis (Mart.) Benth. ex Hook.f.,Guajuru
5265,Couepia carautae Prance,Milho-torrado-de-folha-cinza
5266,Couepia chrysocalyx (Poepp. & Endl.) Benth. ex Hook.f.,Oitizeiro
5267,Couepia chrysocalyx (Poepp. & Endl.) Benth. ex Hook.f.,Paracari
5268,Couepia chrysocalyx (Poepp. & Endl.) Benth. ex Hook.f.,Parinari
5269,Couepia divaricata Huber,
5270,Couepia glaucescens Spruce & Hook. f.,
5271,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Angelim-branco
5272,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Angelim-bravo
5273,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Angelim-dos-morcegos
5274,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Fruta-de-ema
5275,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Oiticica
5276,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Oiti-do-sertão
5277,Couepia grandiflora (Mart. & Zucc.) Benth. ex Hook.f.,Uiti
5278,Couepia guianensis Aubl.,Camama
5279,Couepia guianensis Aubl.,Camará
5280,Couepia guianensis Aubl.,Castanha-de-cutia
5281,Couepia guianensis Aubl.,Oiti-do-pará
5282,Couepia leptostachya Benth. ex Hook.f.,Cumatê
5283,Couepia leptostachya Benth. ex Hook.f.,Macucu
5284,Couepia longipendula Pilg.,Castanha-de-galinha
5285,Couepia longipendula Pilg.,Castanha-pêndula
5286,Couepia ovalifolia (Schott) Benth.,Fruta-de-coruja
5287,Couepia paraensis (Mart. ex Zucc.) Benth.,Tucuribá
6167,Diploon venezuelana Aubrév.,Abiurana-branca
6169,Diplothemium,
6170,Diplothemium caudescens Mart.,
6171,Diplotropis brasiliensis Benth.,
6172,Diplotropis guianensis Benth.,Sucupira
6174,Diplotropis incexis Rizzini & A.Mattos,Sucupira
6175,Diplotropis martiusii Benth.,Sapupira
6176,Diplotropis martiusii Benth.,Sapupira-da-várzea
6177,Diplotropis martiusii Benth.,Sapupira-do-igapó
6178,Diplotropis martiusii Benth.,Sapupira-parda
6180,Diplotropis martiusii Benth.,Sucupira
6181,Diplotropis martiusii Benth.,Sucupira-da-várzea
6182,Diplotropis martiusii Benth.,Sucupira-do-igapó
6184,Diplotropis martiusii Benth.,Sucupira-preta
6185,Diplotropis purpurea (Rich.) Amshoff,Bom-nome
6186,Diplotropis purpurea (Rich.) Amshoff,Cutiúba
6187,Diplotropis purpurea (Rich.) Amshoff,Cutiubeira
6189,Diplotropis purpurea (Rich.) Amshoff,Macanaíba-pele-de-sapo
6190,Diplotropis purpurea (Rich.) Amshoff,Paricarana
6191,Diplotropis purpurea (Rich.) Amshoff,Sapupira
6192,Diplotropis purpurea (Rich.) Amshoff,Sapupiraçu
6194,Diplotropis purpurea (Rich.) Amshoff,Sapupira-da-várzea
6195,Diplotropis purpurea (Rich.) Amshoff,Sapupira-do-campo
6196,Diplotropis purpurea (Rich.) Amshoff,Sapupira-preta
6197,Diplotropis purpurea (Rich.) Amshoff,Sebipira
6199,Diplotropis purpurea (Rich.) Amshoff,Sicupira
6200,Diplotropis purpurea (Rich.) Amshoff,Sucupira
6201,Diplotropis purpurea (Rich.) Amshoff,Sucupira-amarela
6202,Diplotropis purpurea (Rich.) Amshoff,Sucupiraçu
6203,Diplotropis purpurea (Rich.) Amshoff,Sucupira-da-terra-firme
6205,Diplotropis purpurea (Rich.) Amshoff,Sucupira-pele-de-sapo
6206,Diplotropis purpurea (Rich.) Amshoff,Sucupira-preta
6207,Diplotropis purpurea (Rich.) Amshoff,Sucupira-roxa
6208,Diplotropis purpurea var. brasiliensis (Tul.) Amshoff,Sucupiraçu
6210,Diplotropis racemosa (Hoehne) Amshoff,Sapupira-da-mata
6211,Diplotropis racemosa (Hoehne) Amshoff,Sebepira
6212,Diplotropis racemosa (Hoehne) Amshoff,Sucupira
6213,Diplotropis racemosa (Hoehne) Amshoff,Sucupira-de-morcego
6215,Diplotropis racemosa (Hoehne) Amshoff,Sucupira-parda
6216,Diplotropis racemosa (Hoehne) Amshoff,Sucupira-pele-de-sapo
6217,Diplotropis racemosa (Hoehne) Amshoff,Sucupira-preta
6218,Diplotropis racemosa (Hoehne) Amshoff,Sucupira-vermelha
6219,Diplotropis sp.,Sucupira-preta-folha-graúda
6221,Dipteryx alata Vogel,Amburena-brava
6222,Dipteryx alata Vogel,Baru
6223,Dipteryx alata Vogel,Barujo
6225,Dipteryx alata Vogel,Bugreiro
6226,Dipteryx alata Vogel,Castanha-de-bugre
6228,Dipteryx alata Vogel,Coco-feijão
6229,Dipteryx alata Vogel,Combaru
6230,Dipteryx alata Vogel,Cumaru
6232,Dipteryx alata Vogel,Cumbaru
6233,Dipteryx alata Vogel,Emburena-brava
6234,Dipteryx alata Vogel,Fava-de-cumaru
6236,Dipteryx alata Vogel,Feijão-coco
6237,Dipteryx alata Vogel,Feijão-de-coco
6238,Dipteryx alata Vogel,Guaiçara
6240,Dipteryx alata Vogel,Sucupira-branca
6241,Dipteryx ferrea Ducke,Cumaru
6242,Dipteryx micrantha Harms,Cumaru
6243,Dipteryx micrantha Harms,Cumaru-de-ferro
6245,Dipteryx odorata (Aubl.) Willd.,Baru
6246,Dipteryx odorata (Aubl.) Willd.,Camaru-ferro
6247,Dipteryx odorata (Aubl.) Willd.,Cambaru
6249,Dipteryx odorata (Aubl.) Willd.,Catinga-de-boi
6250,Dipteryx odorata (Aubl.) Willd.,Champagne
6251,Dipteryx odorata (Aubl.) Willd.,Champanha
6252,Dipteryx odorata (Aubl.) Willd.,Combari
6254,Dipteryx odorata (Aubl.) Willd.,Cumari
6255,Dipteryx odorata,Cumaru
6256,Dipteryx odorata (Aubl.) Willd.,Cumaru-amarelo
7244,Eugenia floribunda West,Murta
7245,Eugenia florida DC.,Guamirim
7247,Eugenia glazioviana Kiaersk.,Guamirim
7248,Eugenia glomerata Spring ex Mart.,Pichuna
7250,Eugenia guabiju O.Berg,Guabiju
6261,Dipteryx odorata (Aubl.) Willd.,Cumaru-ferro
6262,Dipteryx odorata (Aubl.) Willd.,Cumarurana
6263,Dipteryx odorata (Aubl.) Willd.,Cumaru-rosa
6264,Dipteryx odorata (Aubl.) Willd.,Cumaru-roxo
6265,Dipteryx odorata (Aubl.) Willd.,Cumaru-verdadeiro
6266,Dipteryx odorata (Aubl.) Willd.,Cumaruzeiro
6267,Dipteryx odorata (Aubl.) Willd.,Cumaruzinho
6268,Dipteryx odorata (Aubl.) Willd.,Cumbari
6269,Dipteryx odorata (Aubl.) Willd.,Cumbaru
6270,Dipteryx odorata (Aubl.) Willd.,Cumbaru-ferro
6271,Dipteryx odorata (Aubl.) Willd.,Cumbaru-roxo
6272,Dipteryx odorata (Aubl.) Willd.,Emburama-brava
6273,Dipteryx odorata (Aubl.) Willd.,Fava-tonca
6274,Dipteryx odorata (Aubl.) Willd.,Faveira-tonca
6275,Dipteryx odorata (Aubl.) Willd.,Ipê-cumaru
6276,Dipteryx odorata (Aubl.) Willd.,Muimapajé
6277,Dipteryx odorata (Aubl.) Willd.,Muirapapé
6278,Dipteryx odorata (Aubl.) Willd.,Muirapayé
6279,Dipteryx odorata (Aubl.) Willd.,Paru
6280,Dipteryx odorata (Aubl.) Willd.,Sacupembinha
6281,Dipteryx odorata (Aubl.) Willd.,Sapucaia
6282,Dipteryx odorata (Aubl.) Willd.,Sucupira
6283,Dipteryx odorata (Aubl.) Willd.,Sucupiramirim
6284,Dipteryx polyphylla Huber,Cumaru
6285,Dipteryx polyphylla Huber,Cumaru-roxo
6286,Dipteryx punctata (Blake) Amshoff,Champanha
6287,Dipteryx punctata (Blake) Amshoff,Cumaru
6288,Dipteryx punctata (Blake) Amshoff,Cumaru-ferro
6289,Dipteryx punctata (Blake) Amshoff,Cumarurana
6290,Dipteryx speciosa Ducke,Cumaru
6291,Dipteryx trifoliata Ducke,Champanha
6292,Dipteryx trifoliata Ducke,Cumaru
6293,Dipteryx trifoliata Ducke,Cumaru-ferro
6294,Dipteryx trifoliata Ducke,Cumarurana
7891,Geissospermum laeve (Vell.) Miers,Pau-pente
1572,Aspidosperma ramiflorum Müll.Arg.,Matambu
1573,Aspidosperma ramiflorum Müll.Arg.,Matiambu
1574,Aspidosperma ramiflorum Müll.Arg.,Pequiá
1576,Aspidosperma ramiflorum Müll.Arg.,Pequiá-de-folha-larga
1577,Aspidosperma ramiflorum Müll.Arg.,Pequiá-doce
1578,Aspidosperma ramiflorum Müll.Arg.,Peroba-amarela
1579,Aspidosperma ramiflorum Müll.Arg.,Peroba-café
1581,Aspidosperma ramiflorum Müll.Arg.,Peroba-rosa
1582,Aspidosperma ramiflorum Müll.Arg.,Pitiá
1583,Aspidosperma ramiflorum Müll.Arg.,Tambu
1584,Aspidosperma ramiflorum Müll.Arg.,Tambu-peroba
1585,Aspidosperma riedelii Müll.Arg.,Guatambuzinho
1587,Aspidosperma riedelii Müll.Arg.,Rerobinha-branca
1588,Aspidosperma rigidum Rusby,Carapanaúba
1591,Aspidosperma sp.,Ameiju-branco
1593,Aspidosperma sp.,Cabeça-de-arara
1594,Aspidosperma sp.,Caneleiro
1596,Aspidosperma sp.,Cordão-de-frade
1597,Aspidosperma sp.,Cumichá
